"lon","lat"
46.3331689414377,5.06220320661669
16.7467024412662,-26.0028404093755
34.7214934814699,-17.4693087767228
18.3186008014758,-23.2209467109933
27.7775987680511,-29.1873573249613
38.3247477511627,-3.87525915063452
31.4019532715372,-21.1392592744087
25.9167376557723,-27.1365473370533
25.1656364842181,-21.7299006198591
16.7298201977032,0.672957386297639
15.6562966093882,-3.43264098613872
40.4819336650038,-12.4720249473758
12.3816555337991,7.76380510174204
25.5191833176053,-16.9075074116408
22.6516568948408,-18.4127813248488
24.7331923931086,-11.9164639436931
25.1445812119516,-24.2880184181849
36.6931946828127,-9.34813415046665
31.136231902311,-27.1661238351953
37.4636972407291,-2.66432379779872
39.3539695212804,9.2118593371124
16.1654244127538,-4.56914849643363
27.1536695944644,-11.4410080247326
28.6624143447027,-8.52169861449511
31.1425814903139,-18.7419656564016
13.8629156353422,-19.2381651252508
41.2371848446812,5.53041000643861
23.2231468320689,-1.07422635736293
46.03592832303,5.87348498112988
28.0181976665468,-27.6632060701959
33.9989054840084,-20.1963003976562
17.8441029162654,-23.3536541087378
26.6239316849633,-3.51870482380036
23.1642755289036,-27.793063991121
18.8160244507562,-16.1310941293486
40.3435671088453,10.9314470475074
18.8274894833522,-2.3528076641669
37.6905993815212,1.30006510039675
37.4239139340743,8.60074657318182
37.5070840779265,-7.31170800316613
19.5630071586511,-20.424375752511
24.9924701068773,-22.3374918070913
11.1663535547423,5.15837118751369
14.6426829146099,9.13122566524544
25.6087454076765,-29.8972351617704
29.9627067825603,7.94144995152601
33.1576693111862,-21.0458422980155
31.6475741566422,-24.8549019578204
13.9653690762483,-14.9957679720246
36.3820672476064,-9.02944830735214
21.8003759129543,-21.33987619236
20.6708320210879,-2.04970491572749
30.9468202392716,-13.9274926250509
22.2176198823137,-29.8749566009792
43.0073799412548,10.8553257547028
32.7424529813056,-21.9027346557414
34.9711260770818,-8.18522063360433
38.2112891755698,8.94126658697496
17.0764397606055,-22.3240245916531
21.7636409786573,4.39396631697309
18.3385903445098,-14.6885224386642
23.3668875009067,-10.5691967258172
23.8083653849065,-13.0268252250098
21.7114834483788,-30.1264792552392
37.2648847615232,-15.9858399082732
39.701627709381,1.26107224542648
27.862126751752,5.20421038151835
17.8342514748516,1.77098728707642
21.5568071506381,2.26213313193875
30.5282854979644,-18.9869672418281
24.8688560249214,0.273464516183594
23.2462034059718,-10.776742703456
29.7526401650459,-22.3034381675825
29.0773988057958,-16.2215411411889
34.6132985563392,1.77369709408958
39.4032175514613,10.2111191062431
21.0403467003889,-30.2703578926448
41.9614647851411,4.22700715181418
39.4987786445556,-13.2444424421701
19.7989137593778,2.83777854737127
11.4616416814127,-2.43628884796635
35.8573957725447,-0.219486039306503
19.2677308121794,-27.3084292821004
14.9613744475646,-23.6176397258241
26.4371279384887,-26.5145054270688
23.7566284155547,-22.110742501216
40.2194213768613,7.03002184291836
24.2225526147457,-32.3177975892904
11.5861105373665,-3.63885754952207
23.6212225289154,-0.762389654060826
32.2377624035001,-26.0225230940268
15.9168439203501,-0.775890131451888
34.1722497571498,-20.4644462990982
29.1094931950958,-21.5030366340652
38.5480180384364,8.95109893532936
13.2564471017519,-18.2438614956627
24.7726111317836,-26.0462086332554
38.6466889124182,-4.13312272290932
27.8237130303177,-6.07016025512712
25.5649607776375,-22.1590609699779
39.4489679335794,8.5101919376466
23.8728596215317,-32.7786740365555
27.1585352257103,-21.7807998970093
41.927948509325,1.84088001865894
24.6085905767607,-22.081414903223
31.2990346999801,-13.9041656831105
26.5366835463085,-27.718825342221
35.0958047476893,-16.0770123541879
37.474097223217,4.83776254515396
11.3347536445669,-2.62455127353314
24.1125326207947,-31.2581751591642
29.6891533051838,-23.2336124262656
28.2628372689429,10.5047789773089
34.1661022783491,-11.2499615606794
35.328213674233,2.68360565035255
33.7800210787388,-23.9526728960627
34.6161353726984,-1.88614353939192
39.602262613406,6.81614606353105
37.0955499612605,-16.3865485005954
26.9317243575139,-19.0630556309188
27.0787551496296,-15.7531789198983
21.3646150995228,-22.4322333018063
27.7219761267403,-24.6433208949456
23.0758565882617,-29.968833773426
17.4361141431005,-10.5152768312837
19.2660002200296,-2.93739482396632
20.6901783896561,-11.7766562371398
44.8412995042095,9.2363725930918
26.6677980798547,-25.6437064791389
27.9348963558859,-11.438249486353
31.9412252013869,-3.28779159690021
36.8559584134077,-3.89292788048624
17.6674127010337,-14.6885387331131
21.5396204938569,-21.5040182416269
31.1099609536359,0.739371149917133
24.7317864747257,-6.52834500273457
15.8058836958975,9.2272597841511
37.9555283604324,-0.924804784852313
30.2735311976243,1.61932360491483
16.6200927932383,-24.0871397577575
25.7348098667192,-31.0701493124943
24.0618287043375,-33.3463488176931
18.2719997984675,-19.8267471823783
37.7227258202751,-16.1983850467077
19.6503783146203,-1.06578055696446
11.5990652209176,-2.00437050225446
17.429662677711,-8.18789873103378
26.0503948751014,-21.1171756173717
15.9557660013237,-24.8858386679203
27.2699159501425,-16.7482128035044
18.4226346348226,-27.9776098385337
22.3004071218238,-0.903827489411924
16.8011811756627,-4.96457330160774
25.5965830796135,-23.5752665163309
34.9089548381599,-21.2166865113832
32.9182705824603,-21.8638586192683
29.253215536278,-21.3529054551327
28.811533932332,-21.5627122902661
25.7199009674993,-19.4527796804032
30.1901455710406,-21.0584545271122
13.75700552022,10.4751317866612
38.2899764096771,-6.9495191188762
16.0304510413743,0.191945233964361
28.018925705459,-4.78299297875492
20.7920075758094,-0.739411474118242
29.0765071239915,-20.2846290442976
33.2288713914186,-9.77433344858582
42.2918129595839,9.38710781733971
35.6759852674238,-3.87497955048457
24.5612937845487,-29.0405966326944
31.3302090757934,-8.56120186240878
37.0637065520089,-14.8648025930743
21.3720501549032,-8.56193313686526
14.9660939016082,-21.8591510650585
37.2770476555233,1.0841322906781
20.719278797508,-31.9092909361934
30.360363816546,4.27999590706895
16.8830131568642,-25.2337043082807
14.406947845068,-2.21112296954379
35.1324088286197,-16.0099627488235
38.987157827272,-7.91284668634762
22.2689233873725,-27.2474802597717
38.8592934357235,10.8392213462212
32.9680256052248,-12.9056156398146
40.3709233420569,1.03927372721955
36.1958014896556,3.85368339455454
18.6683713454874,-3.86755332013126
30.0387018712472,9.38206243285094
26.6376266577883,-29.2452379864117
25.2565219964549,-24.1479424774298
47.2321128507264,7.54483718224219
46.9575769674735,10.0825665758457
25.7739907115532,-29.6320569777454
27.7704545782251,-30.6399397019122
42.3001512244723,6.4219711109763
37.3067662756611,-4.02760748189758
45.0354640377023,7.60539662503288
32.8732455227562,-22.1756895147555
33.3696867226265,-3.45359833960538
25.1459495695238,-32.9039002956706
37.1167784102828,-4.70914868591353
38.9147049999056,-15.1199781132163
14.0380383179657,-15.276298349374
17.4420713016043,-21.2162957268592
35.4903778858802,7.26388898960431
16.6529431961571,-16.7098853287171
40.6908818863074,9.21605616185116
39.0143426947266,-7.77425490826136
17.4746808939294,-29.1467398993263
18.0974583767899,-12.2287872224697
23.6049696857796,-7.18580360838678
22.8698577438551,-25.1426052470924
30.2347314809605,-10.1114777215407
39.87853129161,10.9328974488599
35.5356619009925,8.63914424111135
12.3976215600074,-17.18079817947
